text	label
de - escalation	1
a hometown favourite	1
in protest against	0
admirers	1
constitutes no permanent life insurance	0
with a large degree of confidence	1
is very good	1
the objections	0
should follow	1
logical solution	1
are eagerly awaiting	1
the first chance they get	0
war crimes or bloody massacres	0
chavez was right	1
simply because	0
plausible pretext	0
called on	1
support	1
now that really would be cruel	0
is supporting and protecting	1
consequences	0
hindered	0
are concerned	0
support	1
has called for	1
right to exist	1
could explode	0
sincerity	1
represents the pessimistic outlook	0
had refused to accept	0
a significant and successful strike	1
violations	0
cares	1
considered	0
to the contrary	1
serious criticism was made	0
divide and rule	0
far - reaching repercussions	0
pretending to forget	0
play with	0
criticism	0
hours away	0
extra vigil	1
did not agree	0
no provocation	1
showed callousness	0
have shown reluctance	0
labeling	0
more international responsibility	1
scared	0
wanted	1
it is due to this hegemony	0
important role	1
does not want	0
desperate tableau	0
refusal	0
wants to maintain	1
as is feared by the whole world	0
went the length of staging the farce	0
need to establish a just peace	1
achieving social harmony	1
believe	0
injustice	0
forefront of combating	0
even more intolerable	0
urge	1
we will bury	0
rightly considers	1
oh god no	0
supremacy of	1
can be difficult	0
goodwill	1
comprehensively blamed	0
has fallen on stones	0
the united states ' biggest enemy	0
very large	0
reports sowing the seeds of hatred and malice , or disparaging	0
simply because	0
failure to gain legitimacy	0
kill	0
relentlessly demonstrated	0
slander	0
praised	1
warned in its annual global survey	0
should not forget the horror	0
came to the support of	1
once again	0
agreeable to	1
approves	1
legitimate rights	1
systematically subverted	0
advise	1
clearly did n't work	0
assuming it has any	0
a nonsense term	0
solidarity	1
so worried	0
living in isolation	0
backing	1
with only sparse information	0
biggest terrorist country	0
an enemy	0
incited	0
reminiscent more of nazi concentration camps than a civilised detention facility	0
breach of the very constitution	0
long been denied	0
lacking good will	0
catering to the interests of the us oil and coal barons	0
take the lead	1
repeat his father 's mistake	0
disagreement	0
judging from	0
great efforts	1
is but a signboard used by the united states	0
complaining	0
good idea	1
praising	1
considered	0
one common denominator	0
intentions	1
fair	1
will finally deliver on his promises	1
not easy	0
harmful	0
accused	0
new dimension of crime against humanity	0
is threatening	0
congratulate	1
unjustifiable	0
declining to comply	0
every oppressive or vindictive israeli action	0
sit in judgment	0
sitting on the fence	0
is undoubtedly justified	1
giving him free rein to arrest at will	0
to protest	0
not	0
the cia would organize coups and assassinations to further us interests	0
crush	0
is a staunch supporter of	1
this would of course require advanced technology and great cost	0
significant restrictions on citizens ' rights	0
threat being spread	0
x - ray prison camp	0
look clueless as to what really is inhumane	0
legally established	0
unfeasible	0
better off	1
hoped	1
an opponent	0
a donkey being controlled by the british	0
has become tense again	0
as patients	1
have been critical of	0
congratulated	1
above all contradictory	0
intentions	0
difficult	0
the warnings	0
vast	1
excellent	1
greatest sincerity of peaceful unification	1
deny	0
recognition	1
regarded	0
hoped	1
humanely	1
only responsible course of action	1
has subsequently criticized	0
may put back by years	0
enjoying hygienic and food conditions that were very superior to what they could have known in afghanistan	1
to seek reconciliation	1
territorial ambition	0
bias	0
was surprised , to put it mildly	0
want	1
entirely run counter to the aspirations	0
does not hope	0
slow	0
hope	1
gunned down	0
discontent was running high	0
legitimate	1
liquidation	0
not for skyjackers	0
was slandering	0
as exaggerated	0
lived up to its promises	1
promote	1
encourage	1
but also above	0
alienate itself	0
promotion	1
asked	1
second side in the us axis is israel	0
should not be used to justify	0
think and state	0
extremist gang	0
had hit	0
moribund	0
dashed to pieces	0
cost - effective	1
poor	0
prejudged	0
successful	1
encouraged	1
has come under fire	0
preservation of global peace and security	1
strong support of	1
am shocked	0
develop its relations	1
concern	0
criticism	0
reacted strongly	0
am happy	1
democracy	1
the action of several military generals	0
flawed	0
respected	1
given evidence to prove	0
serious	0
do n't want	0
errant member	0
is suspected	0
have saved all of their praise	1
congratulated	1
conspicuous	0
complaints and inquires	0
wish	1
purposely play up	0
objectives	1
has been invited	1
wayward	0
humiliation	0
systematic campaign of violence and intimidation	0
perpetrators	0
are irritated	0
social explosion	0
so - called	0
violation	0
strong	1
disruption of peace for mankind	0
has been finding it extremely difficult	0
branded	0
pleasure displayed	1
better approach	1
get out ! .	0
labeling	0
positive control	1
use the excuse of	0
major fear	0
very regrettable	0
very imperfect	0
fears are rising	0
determination to confirm and honor	1
the successful ratification	1
think	1
warning	0
may have changed	1
goals	1
conclusion also reached	0
peace and stability of the world	1
the most reasonable path for the time being	1
by fraud	0
its backing	1
temporary security	1
barbarians	0
put an end	1
could have ranted and raved	0
real sting	0
no one wept over him	0
debacle	0
warned	0
willingness to help	1
brutal and oppressive rule	0
launch efforts to make cyprus a friendship bridge	1
axis of evil theory	0
some are beginning to forget	0
support	1
is ready to cooperate	1
the failure to discuss	0
aided and abetted	0
force himself	0
those making the climate worse	0
is , more or less , untenable	0
the point	0
not prepared	0
call on	1
finally entered a dangerous stage	0
opposes and rejects	0
farce	0
refuse	0
desire for revenge	0
recklessly picked on our country	0
a better life	1
responding positively	1
are the targets of suppression	0
warning	0
ok 's	1
upholder of justice	1
injustice suffered	0
an axis of evil	0
believes	0
legitimate	1
has written the name of moscow on the registration page of the american side	0
mere	0
prejudged	0
barbarities	0
twenties , thirties and fifties	0
concerns	0
scandal - mongering	0
want	1
perp pal	0
support	1
sense of belonging	1
harboring serious doubts	0
wilfully ignoring geneva conventions	0
seek liberation	1
fully supports	1
democracy , transparency , and corruption - free system	1
wants	1
denounced	0
joining the fray	0
have hotly denied	0
have a conviction	0
were striking	0
have welcomed	1
fraught	0
being harmed	0
best piece	1
supported	1
accused	0
warn	0
excessive	0
urge	1
would like to request	1
love	1
bad	0
discredits and kills	0
some sharp criticism	0
stir up troubles	0
in a statement welcomes	1
is determined to pursue	1
overshadowed by the midst of the tragic events	0
apparent lack of a strategy	0
confidence	1
split the motherland	0
disbelieving	0
sounded alarm bells	0
expressed the hope	1
bury past differences	1
peace	1
eliminating its enemies	0
unsound	0
wo n't be sacrificed	1
failure to substantiate	0
criticism swelled	0
should better withdraw its support to the forces of injustice , tyranny and oppression in the world	0
continue to spew out vicious remarks	0
radical responses germinate	0
but	0
also too much interference	0
immediate exploitation	0
alarming	0
an alien seedling	0
celebrated	1
are judged	1
negated	0
recognition	1
were showing their support	1
forthright disregard for	0
factual inaccuracies	0
urge to underline	1
appeared to be a show of force	0
morgan tsvangirai with trying to kill him	0
support for	1
reliance	0
do n't want	0
worst showing ever	0
it does not take a vivid imagination	0
immediately	1
chanted	0
attempting to realize	0
does not look very good	0
boasts	1
rigged	0
like	1
have made clear their stand against	0
urges caution	1
greatest fear	0
do n't want	0
under the pretext of security considerations	0
calm	1
nibbling	0
anti - chavez protest	0
violent	0
want	1
would suit	1
desperately needs	0
one	0
embody the bankrupt policy of israeli criminal extremism	0
even sent letters of protest	0
in a state of war	0
quite	0
scorned	0
parliamentarian	0
were openly supporting	1
respect	1
as an opportunity	0
step up	0
alleged rights violations	0
enemies of mankind	0
fair	1
generally respecting the human rights of its citizens	1
unlike the cold war , is rid of the north - south confrontation	1
feels itself committed	0
the hardest of the hard core	0
wantonly infringing	0
support	1
stiffest opposition	0
as if everything there were going fine	1
hopes	1
extremist	0
running so scared	0
struggle started to annihilate turks in cyprus	0
is wide awake	1
likewise thwarted	0
think	0
enjoy freedom , dignity , and independence	1
in death rather than staying alive under occupation	0
alarming	0
to blame	0
apprehensions and resentment	0
dethroning	0
devastating	0
peace	1
was naive	0
to understand	1
steal this election	0
the insult to human sensibilities	0
cause of justice of our people	1
want	1
grow out of control	0
campaign	0
other aggressive acts against lebanon	0
economic contagion	0
preposterous	0
unacceptable degradation	0
have joined the opposition in alleging	0
has to be maintained at any cost	0
axis of evil	0
support	1
resort to all means to impede the march for peace	0
dangerous	0
grave clashes	0
expressed active support	1
two forms of terrorism fuel each other	0
wish to raise	1
the possibility of a democratic , stable and prosperous	1
denied	0
looming	0
reaffirmed	1
fake	0
should	1
only got worse	0
impartial	1
a window to the century	1
all manner of	1
champion of democracy	1
had planned	1
could enter a state of social rebellion	0
most atrocious human rights violations	0
refuses	0
does not conform	0
do n't want	0
a true muslim fighter	1
refuse	0
uncalled - for	0
a desire to approve	0
is not to have a strategic vision	0
most frantic lobbying	1
can not speak openly	0
culturally appropriate	1
good shape	1
seeking	1
undermining everything	0
peacefully	1
aggressors	0
you face a catastrophe	0
bickering	0
manipulation	0
will not be able lay claim to a worthy place in the civilized world	0
forceful means	0
according to americans , this sort of humanity does not qualify for any of the laws	0
feared	0
wish	1
extensively welcomed	1
are shameless	0
am afraid	0
tortured consciences	0
fears	0
disenfranchise	0
might raise the hackles	0
have taken a disastrous toll	0
